;Name;Platform_norm;Year;developer;Global_Sales;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Generation;Console_Type;Company;Name_norm
0;'98 Koshien;PlayStation;1998;Magical Company;0.4;0.15;0.1;0.12;0.03;5th Gen;Home Console;Sony;98 koshien
1;.hack//G.U. Last Recode;PlayStation 4;2017;CyberConnect2;0.25;0.1;0.04;0.08;0.03;8th Gen;Home Console;Sony;.hack//g.u. last recode
3;.hack//G.U. Vol.2//Reminisce;PlayStation 2;2007;CyberConnect2;0.23;0.11;0.09;0.0;0.03;6th Gen;Home Console;Sony;.hack//g.u. vol.2//reminisce
6;.hack//Infection Part 1;PlayStation 2;2003;CyberConnect2;1.26;0.49;0.38;0.26;0.13;6th Gen;Home Console;Sony;.hack//infection part 1
8;.hack//Mutation Part 2;PlayStation 2;2003;CyberConnect2;0.67;0.23;0.18;0.2;0.06;6th Gen;Home Console;Sony;.hack//mutation part 2
9;.hack//Outbreak Part 3;PlayStation 2;2003;CyberConnect2;0.46;0.14;0.11;0.17;0.04;6th Gen;Home Console;Sony;.hack//outbreak part 3
10;.hack//Quarantine Part 4: The Final Chapter;PlayStation 2;2004;CyberConnect2;0.18;0.09;0.07;0.0;0.02;6th Gen;Home Console;Sony;.hack//quarantine part 4 the final chapter
13;007 Legends;PlayStation 3;2012;Eurocom;0.34;0.11;0.17;0.0;0.06;7th Gen;Home Console;Sony;007 legends
14;007 Legends;Wii U;2012;Eurocom;0.13;0.06;0.06;0.0;0.01;8th Gen;Home Console;Nintendo;007 legends
15;007 Legends;Xbox 360;2012;Eurocom;0.28;0.13;0.13;0.0;0.02;7th Gen;Home Console;Microsoft;007 legends
16;007 Racing;PlayStation;2000;Eutechnyx;0.53;0.3;0.2;0.0;0.03;5th Gen;Home Console;Sony;007 racing
17;007: Quantum of Solace;Nintendo DS;2008;Vicarious Visions;0.13;0.11;0.01;0.0;0.01;7th Gen;Handheld;Nintendo;007 quantum of solace
19;007: Quantum of Solace;PlayStation 3;2008;Treyarch;1.15;0.43;0.51;0.02;0.19;7th Gen;Home Console;Sony;007 quantum of solace
20;007: Quantum of Solace;Wii;2008;Beenox;0.65;0.29;0.28;0.01;0.07;7th Gen;Home Console;Nintendo;007 quantum of solace
21;007: Quantum of Solace;Xbox 360;2008;Treyarch;1.48;0.82;0.51;0.01;0.14;7th Gen;Home Console;Microsoft;007 quantum of solace
22;007: The World is Not Enough;Nintendo 64;2000;Eurocom Entertainment Software;1.56;1.13;0.38;0.02;0.03;5th Gen;Home Console;Nintendo;007 the world is not enough
23;007: The World is not Enough;Nintendo 64;2000;;1.56;1.13;0.38;0.02;0.03;5th Gen;Home Console;Nintendo;007 the world is not enough
24;007: The World is not Enough;PlayStation;2000;Black Ops Entertainment;0.92;0.51;0.35;0.0;0.06;5th Gen;Home Console;Sony;007 the world is not enough
25;007: Tomorrow Never Dies;PlayStation;1999;Black Ops Entertainment;3.21;1.72;1.33;0.0;0.16;5th Gen;Home Console;Sony;007 tomorrow never dies
28;10 Minute Solution;Wii;2010;Anchor Bay Entertainment;0.08;0.06;0.01;0.0;0.01;7th Gen;Home Console;Nintendo;10 minute solution
29;100 All-Time Favorites;Nintendo DS;2009;Ubisoft;0.51;0.35;0.12;0.0;0.04;7th Gen;Handheld;Nintendo;100 all time favorites
30;100 Classic Books;Nintendo DS;2010;Genius Sonority Inc.;0.66;0.12;0.52;0.0;0.02;7th Gen;Handheld;Nintendo;100 classic books
31;100 Classic Books;Nintendo DS;2008;;0.67;0.13;0.52;0.0;0.02;7th Gen;Handheld;Nintendo;100 classic books
32;100 Classic Games;Nintendo DS;2011;Easy Interactive;0.03;0.0;0.03;0.0;0.0;7th Gen;Handheld;Nintendo;100 classic games
35;1000 Cooking Recipes from ELLE Ã  table;Nintendo DS;2010;;0.02;0.0;0.02;0.0;0.0;7th Gen;Handheld;Nintendo;1000 cooking recipes from elle a table
36;1000 Cooking Recipes from ELLE √† table;Nintendo DS;2010;Agenda;0.02;0.0;0.02;0.0;0.0;7th Gen;Handheld;Nintendo;1000 cooking recipes from elle √† table
38;1001 Touch Games;Nintendo DS;2011;Avanquest Software;0.31;0.11;0.17;0.0;0.03;7th Gen;Handheld;Nintendo;1001 touch games
39;101-in-1 Explosive Megamix;Nintendo DS;2009;Nordcurrent;0.2;0.05;0.13;0.0;0.02;7th Gen;Handheld;Nintendo;101 in 1 explosive megamix
40;101-in-1 Party Megamix Wii;Wii;2009;Nordcurrent;0.22;0.19;0.01;0.0;0.02;7th Gen;Home Console;Nintendo;101 in 1 party megamix wii
43;1080Â°: TenEighty Snowboarding;Nintendo 64;1998;;2.04;1.25;0.61;0.13;0.05;5th Gen;Home Console;Nintendo;1080a° teneighty snowboarding
51;18 Wheeler: American Pro Trucker;GameCube;2002;Acclaim Studios Cheltenham;0.11;0.09;0.02;0.0;0.0;6th Gen;Home Console;Nintendo;18 wheeler american pro trucker
52;18 Wheeler: American Pro Trucker;PlayStation 2;2001;Acclaim Studios Cheltenham;0.4;0.2;0.15;0.0;0.05;6th Gen;Home Console;Sony;18 wheeler american pro trucker
53;187: Ride or Die;PlayStation 2;2005;Ubisoft Paris;0.15;0.07;0.06;0.0;0.02;6th Gen;Home Console;Sony;187 ride or die
54;187: Ride or Die;Xbox;2005;Ubisoft Paris;0.06;0.05;0.01;0.0;0.0;6th Gen;Home Console;Microsoft;187 ride or die
55;2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe;Xbox;2005;Sega;0.53;0.4;0.11;0.0;0.02;6th Gen;Home Console;Microsoft;2 in 1 combo pack sonic heroes / super monkey ball deluxe
56;2 in 1 Combo Pack: Sonic Heroes / Super Monkey Ball Deluxe;Xbox 360;2013;Unknown;0.11;0.09;0.01;0.0;0.01;7th Gen;Home Console;Microsoft;2 in 1 combo pack sonic heroes / super monkey ball deluxe
58;2002 FIFA World Cup;GameCube;2002;EA Canada;0.05;0.04;0.01;0.0;0.0;6th Gen;Home Console;Nintendo;2002 fifa world cup
59;2002 FIFA World Cup;PlayStation 2;2002;EA Canada;0.6;0.21;0.17;0.16;0.06;6th Gen;Home Console;Sony;2002 fifa world cup
60;2002 FIFA World Cup;Xbox;2002;EA Canada;0.19;0.14;0.04;0.0;0.01;6th Gen;Home Console;Microsoft;2002 fifa world cup
61;2010 FIFA World Cup South Africa;PlayStation 3;2010;EA Canada;1.23;0.3;0.64;0.07;0.22;7th Gen;Home Console;Sony;2010 fifa world cup south africa
62;2010 FIFA World Cup South Africa;PlayStation Portable;2010;EA Canada;0.47;0.09;0.23;0.03;0.12;6th Gen;Handheld;Sony;2010 fifa world cup south africa
63;2010 FIFA World Cup South Africa;Wii;2010;EA Canada;0.43;0.23;0.15;0.01;0.04;7th Gen;Home Console;Nintendo;2010 fifa world cup south africa
64;2010 FIFA World Cup South Africa;Xbox 360;2010;EA Canada;0.85;0.32;0.42;0.02;0.09;7th Gen;Home Console;Microsoft;2010 fifa world cup south africa
65;2014 FIFA World Cup Brazil;PlayStation 3;2014;EA Canada;0.66;0.15;0.4;0.01;0.1;7th Gen;Home Console;Sony;2014 fifa world cup brazil
66;2014 FIFA World Cup Brazil;Xbox 360;2014;EA Canada;0.43;0.15;0.25;0.0;0.03;7th Gen;Home Console;Microsoft;2014 fifa world cup brazil
67;24: The Game;PlayStation 2;2006;SCEE Cambridge;0.31;0.15;0.12;0.0;0.04;6th Gen;Home Console;Sony;24 the game
68;25 To Life;PlayStation 2;2006;Avalanche Software / Ritual Entertainment;0.42;0.35;0.01;0.0;0.06;6th Gen;Home Console;Sony;25 to life
69;25 To Life;Xbox;2006;Avalanche Software / Ritual Entertainment;0.17;0.12;0.04;0.0;0.01;6th Gen;Home Console;Microsoft;25 to life
70;25 to Life;PlayStation 2;2006;;0.42;0.35;0.01;0.0;0.06;6th Gen;Home Console;Sony;25 to life
71;25 to Life;Xbox;2006;;0.17;0.12;0.04;0.0;0.01;6th Gen;Home Console;Microsoft;25 to life
72;2Xtreme;PlayStation;1996;SCEA;1.4;1.15;0.2;0.0;0.05;5th Gen;Home Console;Sony;2xtreme
74;3 in 1: Solitaire, Mahjong & Tangram;Nintendo DS;2010;Deep Silver;0.08;0.0;0.07;0.0;0.01;7th Gen;Handheld;Nintendo;3 in 1 solitaire, mahjong & tangram
75;300: March to Glory;PlayStation Portable;2007;Collision Studios;0.42;0.27;0.08;0.0;0.07;6th Gen;Handheld;Sony;300 march to glory
76;3D Baseball;PlayStation;1996;Crystal Dynamics;0.03;0.02;0.01;0.0;0.0;5th Gen;Home Console;Sony;3d baseball
77;3D Dot Game Heroes;PlayStation 3;2009;;0.58;0.36;0.12;0.03;0.07;7th Gen;Home Console;Sony;3d dot game heroes
78;3D Lemmings;PlayStation;1995;Clockwork Games;0.05;0.03;0.02;0.0;0.0;5th Gen;Home Console;Sony;3d lemmings
79;3D Tank Warfare Simulator Panzer Front;PlayStation;2001;Enterbrain;0.11;0.06;0.04;0.0;0.01;5th Gen;Home Console;Sony;3d tank warfare simulator panzer front
81;3Xtreme;PlayStation;1999;Unknown;0.9;0.5;0.34;0.0;0.06;5th Gen;Home Console;Sony;3xtreme
86;4 Elements;Nintendo 3DS;2013;Playrix Entertainment;0.02;0.0;0.02;0.0;0.0;8th Gen;Handheld;Nintendo;4 elements
89;40 Winks;PlayStation;1999;Eurocom Entertainment Software;0.31;0.17;0.12;0.0;0.02;5th Gen;Home Console;Sony;40 winks
94;4X4 EVO 2;GameCube;2002;Terminal Reality;0.14;0.11;0.03;0.0;0.0;6th Gen;Home Console;Nintendo;4x4 evo 2
95;4X4 EVO 2;Xbox;2001;Terminal Reality;0.24;0.18;0.05;0.0;0.01;6th Gen;Home Console;Microsoft;4x4 evo 2
96;4x4 EVO 2;GameCube;2002;;0.14;0.11;0.03;0.0;0.0;6th Gen;Home Console;Nintendo;4x4 evo 2
97;4x4 EVO 2;Xbox;2001;;0.24;0.18;0.05;0.0;0.01;6th Gen;Home Console;Microsoft;4x4 evo 2
98;4x4 Evolution;PlayStation 2;2001;Terminal Reality;0.32;0.16;0.12;0.0;0.04;6th Gen;Home Console;Sony;4x4 evolution
99;50 Cent: Blood on the Sand;PlayStation 3;2009;Swordfish Studios;0.2;0.1;0.06;0.01;0.03;7th Gen;Home Console;Sony;50 cent blood on the sand
100;50 Cent: Blood on the Sand;Xbox 360;2009;Swordfish Studios;0.21;0.12;0.07;0.0;0.02;7th Gen;Home Console;Microsoft;50 cent blood on the sand
101;50 Cent: Bulletproof;PlayStation 2;2005;Genuine;1.77;0.85;0.76;0.0;0.16;6th Gen;Home Console;Sony;50 cent bulletproof
103;50 Cent: Bulletproof;Xbox;2005;Genuine Games;0.45;0.33;0.1;0.0;0.02;6th Gen;Home Console;Microsoft;50 cent bulletproof
104;50 Classic Games;Nintendo 3DS;2012;Unknown;0.01;0.0;0.01;0.0;0.0;8th Gen;Handheld;Nintendo;50 classic games
107;7 Days to Die;PlayStation 4;2016;The Fun Pimps;0.2;0.09;0.08;0.0;0.03;8th Gen;Home Console;Sony;7 days to die
108;7 Days to Die;Xbox One;2016;The Fun Pimps;0.12;0.09;0.02;0.0;0.01;8th Gen;Home Console;Microsoft;7 days to die
109;7 Wonders II;Nintendo DS;2010;MumboJumbo;0.31;0.13;0.15;0.0;0.03;7th Gen;Handheld;Nintendo;7 wonders ii
110;7 Wonders II;Nintendo DS;2009;;0.32;0.14;0.15;0.0;0.03;7th Gen;Handheld;Nintendo;7 wonders ii
111;7 Wonders of the Ancient World;Nintendo DS;2007;Hot Lava Games;0.12;0.1;0.01;0.0;0.01;7th Gen;Handheld;Nintendo;7 wonders of the ancient world
113;7 Wonders: Treasures of Seven;Nintendo DS;2011;Avanquest Software;0.03;0.01;0.02;0.0;0.0;7th Gen;Handheld;Nintendo;7 wonders treasures of seven
118;7th Dragon III Code: VFD;Nintendo 3DS;2016;Sega;0.24;0.06;0.04;0.13;0.01;8th Gen;Handheld;Nintendo;7th dragon iii code vfd
124;88 Heroes: 98 Heroes Edition;Switch;2017;Bitmap Bureau;0.02;0.0;0.02;0.0;0.0;8th Gen;Hybrid;Nintendo;88 heroes 98 heroes edition
129;A Boy and His Blob;Wii;2009;WayForward Technologies;0.21;0.18;0.01;0.0;0.02;7th Gen;Home Console;Nintendo;a boy and his blob
130;A Bug's Life;Nintendo 64;1999;Traveller's Tales;0.63;0.49;0.13;0.0;0.01;5th Gen;Home Console;Nintendo;a bugs life
131;A Bug's Life;PlayStation;1998;Traveller's Tales;2.79;1.96;0.72;0.0;0.11;5th Gen;Home Console;Sony;a bugs life
132;A Collection of Activision Classic Games for the Atari 2600;PlayStation;1998;Livesay Technologies, Inc.;1.37;0.76;0.52;0.0;0.09;5th Gen;Home Console;Sony;a collection of activision classic games for the atari 2600
133;A Collection of Classic Games from the Intellivision;PlayStation;1999;;0.31;0.17;0.12;0.0;0.02;5th Gen;Home Console;Sony;a collection of classic games from the intellivision
134;A Collection of Intellivision Classic Games;PlayStation;1999;LTI;0.31;0.17;0.12;0.0;0.02;5th Gen;Home Console;Sony;a collection of intellivision classic games
138;A Way Out;PlayStation 4;2018;Hazelight;0.47;0.23;0.16;0.0;0.08;8th Gen;Home Console;Sony;a way out
139;A Way Out;Xbox One;2018;Hazelight;0.24;0.17;0.05;0.0;0.02;8th Gen;Home Console;Microsoft;a way out
141;A-Train;PlayStation;1996;ArtDink;0.08;0.02;0.01;0.04;0.01;5th Gen;Home Console;Sony;a train
155;ABBA: You Can Dance;Wii;2011;Ubisoft;0.78;0.18;0.5;0.0;0.1;7th Gen;Home Console;Nintendo;abba you can dance
158;AC/DC LIVE: Rock Band Track Pack;PlayStation 2;2008;Harmonix Music Systems;0.16;0.08;0.06;0.0;0.02;6th Gen;Home Console;Sony;ac/dc live rock band track pack
159;AC/DC LIVE: Rock Band Track Pack;PlayStation 3;2008;Harmonix Music Systems;0.24;0.21;0.01;0.0;0.02;7th Gen;Home Console;Sony;ac/dc live rock band track pack
171;AMF Bowling 2004;Xbox;2003;Bethesda Softworks;0.29;0.22;0.06;0.0;0.01;6th Gen;Home Console;Microsoft;amf bowling 2004
175;AMF Xtreme Bowling;PlayStation 2;2006;Mud Duck Productions;0.02;0.01;0.01;0.0;0.0;6th Gen;Home Console;Sony;amf xtreme bowling
184;ATV Offroad Fury;PlayStation 2;2001;Rainbow Studios;2.41;2.07;0.26;0.0;0.08;6th Gen;Home Console;Sony;atv offroad fury
185;ATV Offroad Fury 2;PlayStation 2;2002;Rainbow Studios;2.18;1.92;0.2;0.0;0.06;6th Gen;Home Console;Sony;atv offroad fury 2
186;ATV Offroad Fury 3;PlayStation 2;2004;Climax Group;1.2;1.0;0.04;0.0;0.16;6th Gen;Home Console;Sony;atv offroad fury 3
187;ATV Offroad Fury Pro;PlayStation Portable;2006;Climax Group;0.45;0.37;0.04;0.0;0.04;6th Gen;Handheld;Sony;atv offroad fury pro
191;ATV Quad Power Racing 2;GameCube;2003;Climax Entertainment;0.29;0.22;0.06;0.0;0.01;6th Gen;Home Console;Nintendo;atv quad power racing 2
192;ATV Quad Power Racing 2;PlayStation 2;2003;Climax Entertainment;0.84;0.41;0.32;0.0;0.11;6th Gen;Home Console;Sony;atv quad power racing 2
193;ATV Quad Power Racing 2;Xbox;2003;Climax Entertainment;0.44;0.36;0.07;0.0;0.01;6th Gen;Home Console;Microsoft;atv quad power racing 2
198;ATV: Quad Power Racing;PlayStation;2000;Climax Group;1.04;0.58;0.39;0.0;0.07;5th Gen;Home Console;Sony;atv quad power racing
202;Academy of Champions: Soccer;Wii;2009;Ubisoft Vancouver;0.12;0.09;0.02;0.0;0.01;7th Gen;Home Console;Nintendo;academy of champions soccer
203;Accel World vs. Sword Art Online: Millennium Twilight;PlayStation 4;2017;Namco Bandai Games;0.1;0.0;0.03;0.06;0.01;8th Gen;Home Console;Sony;accel world vs. sword art online millennium twilight
211;Ace Attorney Investigations: Miles Edgeworth;Nintendo DS;2010;Capcom;0.71;0.23;0.14;0.3;0.04;7th Gen;Handheld;Nintendo;ace attorney investigations miles edgeworth
212;Ace Attorney Investigations: Miles Edgeworth;Nintendo DS;2009;;0.76;0.27;0.15;0.3;0.04;7th Gen;Handheld;Nintendo;ace attorney investigations miles edgeworth
213;Ace Combat 04: Shattered Skies;PlayStation 2;2001;Namco;3.17;2.06;0.56;0.38;0.17;6th Gen;Home Console;Sony;ace combat 04 shattered skies
214;Ace Combat 2;PlayStation;1997;Namco;0.89;0.16;0.11;0.56;0.06;5th Gen;Home Console;Sony;ace combat 2
215;Ace Combat 3: Electrosphere;PlayStation;1999;;0.82;0.22;0.15;0.4;0.05;5th Gen;Home Console;Sony;ace combat 3 electrosphere
216;Ace Combat 5: The Unsung War;PlayStation 2;2004;Project ACES;1.72;0.88;0.34;0.32;0.18;6th Gen;Home Console;Sony;ace combat 5 the unsung war
217;Ace Combat 6: Fires of Liberation;Xbox 360;2007;Namco Bandai Games;1.01;0.69;0.04;0.22;0.06;7th Gen;Home Console;Microsoft;ace combat 6 fires of liberation
218;Ace Combat X: Skies of Deception;PlayStation Portable;2006;Bandai Namco Games;0.99;0.37;0.31;0.12;0.19;6th Gen;Handheld;Sony;ace combat x skies of deception
219;Ace Combat Zero: The Belkan War;PlayStation 2;2006;Namco;0.51;0.15;0.12;0.2;0.04;6th Gen;Home Console;Sony;ace combat zero the belkan war
220;Ace Combat: Assault Horizon;PlayStation 3;2011;Project ACES;0.75;0.3;0.16;0.22;0.07;7th Gen;Home Console;Sony;ace combat assault horizon
221;Ace Combat: Assault Horizon;Xbox 360;2011;Project ACES;0.49;0.3;0.12;0.03;0.04;7th Gen;Home Console;Microsoft;ace combat assault horizon
222;Ace Combat: Assault Horizon Legacy;Nintendo 3DS;2011;Namco Bandai Games;0.25;0.1;0.06;0.08;0.01;8th Gen;Handheld;Nintendo;ace combat assault horizon legacy
223;Ace Combat: Joint Assault;PlayStation Portable;2010;Project ACES;0.29;0.06;0.05;0.15;0.03;6th Gen;Handheld;Sony;ace combat joint assault
225;Action Bass;PlayStation;2000;Unknown;1.14;0.64;0.43;0.0;0.07;5th Gen;Home Console;Sony;action bass
227;Active Health with Carol Vorderman;Nintendo DS;2009;Fuse Games Limited;0.19;0.0;0.18;0.0;0.01;7th Gen;Handheld;Nintendo;active health with carol vorderman
229;Active Life: Extreme Challenge;Wii;2009;High Horse Entertainment;0.48;0.15;0.27;0.0;0.06;7th Gen;Home Console;Nintendo;active life extreme challenge
230;Active Life: Magical Carnival;Wii;2011;Ganbarion;0.04;0.03;0.01;0.0;0.0;7th Gen;Home Console;Nintendo;active life magical carnival
231;Active Life: Outdoor Challenge;Wii;2008;High Horse Entertainment;1.56;0.79;0.44;0.19;0.14;7th Gen;Home Console;Nintendo;active life outdoor challenge
232;Activision Anthology;PlayStation 2;2002;Contraband Entertainment;0.5;0.25;0.19;0.0;0.06;6th Gen;Home Console;Sony;activision anthology
234;Actua Tennis;PlayStation;1998;Gremlin Interactive;0.13;0.07;0.05;0.0;0.01;5th Gen;Home Console;Sony;actua tennis
235;Adidas Power Soccer;PlayStation;1996;Shen Studios;0.03;0.02;0.01;0.0;0.0;5th Gen;Home Console;Sony;adidas power soccer
236;Adidas Power Soccer 98;PlayStation;1998;Shen Studios;0.02;0.01;0.01;0.0;0.0;5th Gen;Home Console;Sony;adidas power soccer 98
237;Adrenalin Misfits;Xbox 360;2010;Konami;0.15;0.12;0.02;0.0;0.01;7th Gen;Home Console;Microsoft;adrenalin misfits
238;Advance Wars: Days of Ruin;Nintendo DS;2008;Intelligent Systems;0.61;0.43;0.13;0.0;0.05;7th Gen;Handheld;Nintendo;advance wars days of ruin
239;Advance Wars: Dual Strike;Nintendo DS;2005;Intelligent Systems;0.4;0.3;0.03;0.04;0.03;7th Gen;Handheld;Nintendo;advance wars dual strike
240;Advent Rising;Xbox;2005;GlyphX Games;0.13;0.1;0.03;0.0;0.0;6th Gen;Home Console;Microsoft;advent rising
241;Adventure Time: Explore the Dungeon Because I Don't Know!;Nintendo 3DS;2013;Way Forward;0.15;0.1;0.04;0.0;0.01;8th Gen;Handheld;Nintendo;adventure time explore the dungeon because i dont know!
242;Adventure Time: Explore the Dungeon Because I Don't Know!;PlayStation 3;2013;Way Forward;0.05;0.02;0.02;0.0;0.01;7th Gen;Home Console;Sony;adventure time explore the dungeon because i dont know!
243;Adventure Time: Explore the Dungeon Because I Don't Know!;Wii U;2013;Way Forward;0.04;0.02;0.02;0.0;0.0;8th Gen;Home Console;Nintendo;adventure time explore the dungeon because i dont know!
244;Adventure Time: Explore the Dungeon Because I Don't Know!;Xbox 360;2013;Way Forward;0.08;0.03;0.04;0.0;0.01;7th Gen;Home Console;Microsoft;adventure time explore the dungeon because i dont know!
245;Adventure Time: Finn & Jake Investigations;Nintendo 3DS;2015;Vicious Cycle;0.1;0.03;0.06;0.0;0.01;8th Gen;Handheld;Nintendo;adventure time finn & jake investigations
246;Adventure Time: Finn & Jake Investigations;PlayStation 3;2015;Vicious Cycle;0.12;0.04;0.06;0.0;0.02;7th Gen;Home Console;Sony;adventure time finn & jake investigations
247;Adventure Time: Finn & Jake Investigations;PlayStation 4;2015;Vicious Cycle;0.14;0.07;0.05;0.0;0.02;8th Gen;Home Console;Sony;adventure time finn & jake investigations
248;Adventure Time: Finn & Jake Investigations;Wii U;2015;Vicious Cycle;0.07;0.04;0.02;0.0;0.01;8th Gen;Home Console;Nintendo;adventure time finn & jake investigations
249;Adventure Time: Finn & Jake Investigations;Xbox 360;2015;Vicious Cycle;0.13;0.05;0.07;0.0;0.01;7th Gen;Home Console;Microsoft;adventure time finn & jake investigations
250;Adventure Time: Finn & Jake Investigations;Xbox One;2015;Vicious Cycle;0.07;0.04;0.02;0.0;0.01;8th Gen;Home Console;Microsoft;adventure time finn & jake investigations
252;Adventure Time: Pirates of the Enchiridion;Switch;2018;Outright Games;0.03;0.01;0.02;0.0;0.0;8th Gen;Hybrid;Nintendo;adventure time pirates of the enchiridion
256;Adventure Time: The Secret of the Nameless Kingdom;Nintendo 3DS;2014;WayForward Technologies;0.08;0.0;0.08;0.0;0.0;8th Gen;Handheld;Nintendo;adventure time the secret of the nameless kingdom
258;Adventure Time: The Secret of the Nameless Kingdom;Xbox 360;2014;WayForward Technologies;0.05;0.0;0.05;0.0;0.0;7th Gen;Home Console;Microsoft;adventure time the secret of the nameless kingdom
259;Adventure Time: The Secret of the Nameless Kingdom;Xbox 360;2014;Way Forward;0.09;0.01;0.08;0.0;0.0;7th Gen;Home Console;Microsoft;adventure time the secret of the nameless kingdom
263;Aegis of Earth: Protonovus Assault;PlayStation 3;2016;Acquire;0.04;0.02;0.01;0.0;0.01;7th Gen;Home Console;Sony;aegis of earth protonovus assault
264;Aegis of Earth: Protonovus Assault;PlayStation 4;2016;Acquire;0.05;0.03;0.01;0.0;0.01;8th Gen;Home Console;Sony;aegis of earth protonovus assault
265;Aegis of Earth: Protonovus Assault;PlayStation Vita;2016;Acquire;0.04;0.01;0.02;0.0;0.01;8th Gen;Handheld;Sony;aegis of earth protonovus assault
266;Aeon Flux;PlayStation 2;2005;Terminal Reality;0.05;0.02;0.02;0.0;0.01;6th Gen;Home Console;Sony;aeon flux
269;Aero Elite: Combat Academy;PlayStation 2;2003;Sega-AM2;0.08;0.04;0.03;0.0;0.01;6th Gen;Home Console;Sony;aero elite combat academy
270;Aero Gauge;Nintendo 64;1998;Locomotive Games;0.07;0.06;0.01;0.0;0.0;5th Gen;Home Console;Nintendo;aero gauge
271;AeroFighters Assault;Nintendo 64;1997;Paradigm Entertainment;0.19;0.15;0.04;0.0;0.0;5th Gen;Home Console;Nintendo;aerofighters assault
273;Afro Samurai;PlayStation 3;2009;Namco Bandai Games;0.2;0.12;0.05;0.0;0.03;7th Gen;Home Console;Sony;afro samurai
274;Afro Samurai;Xbox 360;2009;Namco Bandai Games;0.23;0.16;0.05;0.0;0.02;7th Gen;Home Console;Microsoft;afro samurai
276;After Hours Athletes;PlayStation 3;2011;Sony Computer Entertainment;0.12;0.0;0.1;0.0;0.02;7th Gen;Home Console;Sony;after hours athletes
279;Agassi Tennis Generation;PlayStation 2;2003;Aqua Pacific;0.08;0.04;0.03;0.0;0.01;6th Gen;Home Console;Sony;agassi tennis generation
280;Agatha Christie's The ABC Murders;PlayStation 4;2016;Artefacts Studio;0.09;0.05;0.02;0.0;0.02;8th Gen;Home Console;Sony;agatha christies the abc murders
282;Agatha Christie: And Then There Were None;Wii;2008;AWE Games;0.08;0.06;0.01;0.0;0.01;7th Gen;Home Console;Nintendo;agatha christie and then there were none
283;Agatha Christie: Evil Under the Sun;Wii;2008;AWE Games;0.09;0.06;0.02;0.0;0.01;7th Gen;Home Console;Nintendo;agatha christie evil under the sun
284;Agatha Christie: The ABC Murders;Nintendo DS;2009;DreamCatcher Interactive;0.1;0.08;0.01;0.0;0.01;7th Gen;Handheld;Nintendo;agatha christie the abc murders
285;Age of Empires: Mythologies;Nintendo DS;2008;Griptonite;0.21;0.16;0.03;0.0;0.02;7th Gen;Handheld;Nintendo;age of empires mythologies
286;Age of Empires: The Age of Kings;Nintendo DS;2006;Backbone Entertainment;0.22;0.18;0.02;0.0;0.02;7th Gen;Handheld;Nintendo;age of empires the age of kings
287;Agents of Mayhem;PlayStation 4;2017;Volition Inc.;0.19;0.08;0.08;0.0;0.03;8th Gen;Home Console;Sony;agents of mayhem
288;Agents of Mayhem;Xbox One;2017;Volition Inc.;0.11;0.07;0.03;0.0;0.01;8th Gen;Home Console;Microsoft;agents of mayhem
289;Aggressive Inline;GameCube;2002;Z-Axis, Ltd.;0.05;0.04;0.01;0.0;0.0;6th Gen;Home Console;Nintendo;aggressive inline
290;Aggressive Inline;PlayStation 2;2002;Z-Axis, Ltd.;0.34;0.17;0.13;0.0;0.04;6th Gen;Home Console;Sony;aggressive inline
291;Aggressive Inline;Xbox;2002;Z-Axis, Ltd.;0.06;0.05;0.01;0.0;0.0;6th Gen;Home Console;Microsoft;aggressive inline
292;Agile Warrior F-111X;PlayStation;1995;Black Ops Entertainment;0.14;0.08;0.05;0.0;0.01;5th Gen;Home Console;Sony;agile warrior f 111x
296;Aidyn Chronicles: The First Mage;Nintendo 64;2001;H2O Interactive;0.1;0.08;0.02;0.0;0.0;5th Gen;Home Console;Nintendo;aidyn chronicles the first mage
304;Air Combat;PlayStation;1995;Namco;1.82;0.92;0.33;0.52;0.05;5th Gen;Home Console;Sony;air combat
306;Air Conflicts: Secret Wars;PlayStation 3;2011;Games Farm;0.19;0.1;0.06;0.0;0.03;7th Gen;Home Console;Sony;air conflicts secret wars
308;Air Conflicts: Secret Wars;Xbox 360;2011;Games Farm;0.09;0.06;0.02;0.0;0.01;7th Gen;Home Console;Microsoft;air conflicts secret wars
311;AirForce Delta Storm;Xbox;2001;KCE Studios;0.19;0.14;0.04;0.0;0.01;6th Gen;Home Console;Microsoft;airforce delta storm
312;AirForce Delta Strike;PlayStation 2;2004;KCE Studios;0.1;0.05;0.04;0.0;0.01;6th Gen;Home Console;Sony;airforce delta strike
313;Airblade;PlayStation 2;2002;Criterion Games;0.23;0.11;0.09;0.0;0.03;6th Gen;Home Console;Sony;airblade
314;Airborne Troops: Countdown to D-Day;PlayStation 2;2005;WideScreen Games;0.13;0.06;0.05;0.0;0.02;6th Gen;Home Console;Sony;airborne troops countdown to d day
334;Akiba's Trip: Undead & Undressed;PlayStation 3;2014;Acquire;0.13;0.06;0.01;0.04;0.02;7th Gen;Home Console;Sony;akibas trip undead & undressed
335;Akiba's Trip: Undead & Undressed;PlayStation 3;2013;;0.11;0.05;0.01;0.04;0.01;7th Gen;Home Console;Sony;akibas trip undead & undressed
